日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
1992-05-03,000006,33.0,41.4,41.5,33.0,1476,29209000.0,85.0,314.0,31.4,0.96
1992-05-08,000006,41.5,40.25,44.0,39.75,6940,28864775.25,10.27,-2.78,-1.15,4.53
1992-05-15,000006,40.4,43.65,43.8,39.8,10425,44374200.0,9.94,8.45,3.4,6.8
1992-05-22,000006,43.8,47.2,48.5,43.8,8565,40129625.0,10.77,8.13,3.55,5.59
1992-05-29,000006,47.35,53.5,55.0,47.2,7960,41442625.0,16.53,13.35,6.3,5.19
1992-06-05,000006,53.4,50.6,56.3,48.3,9190,47416625.5,14.95,-5.42,-2.9,5.99
1992-06-12,000006,50.6,47.1,50.6,45.0,6345,30083974.5,11.07,-6.92,-3.5,4.14
1992-06-19,000006,47.0,44.0,47.45,42.5,9340,42040700.0,10.51,-6.58,-3.1,6.09
1992-06-26,000006,44.0,46.2,46.6,41.5,7525,33208325.0,11.59,5.0,2.2,4.91
1992-07-03,000006,46.7,48.7,50.25,46.7,12990,63502126.0,7.68,5.41,2.5,8.47
1992-07-10,000006,48.6,48.0,50.0,47.0,8675,42172825.0,6.16,-1.44,-0.7,5.66
1992-07-17,000006,48.0,52.7,52.7,48.0,8120,41395850.0,9.79,9.79,4.7,5.3
1992-07-24,000006,52.85,56.4,56.6,52.85,7800,42941700.0,7.12,7.02,3.7,5.09
1992-07-31,000006,56.5,57.55,59.0,56.5,5690,32959575.0,4.43,2.04,1.15,3.71
1992-08-07,000006,57.05,57.3,57.5,53.5,4660,25882475.0,6.95,-0.43,-0.25,3.04
1992-08-14,000006,57.3,54.1,59.75,52.1,7555,41136375.0,13.35,-5.58,-3.2,4.93
1992-08-21,000006,54.85,53.3,56.5,52.9,8985,48942000.0,6.65,-1.48,-0.8,5.86
1992-08-28,000006,53.15,52.2,53.15,50.95,6955,35946575.0,4.13,-2.06,-1.1,4.54
1992-09-04,000006,52.05,46.5,52.05,46.5,4705,22881850.0,10.63,-10.92,-5.7,3.07
1992-09-11,000006,46.3,52.5,52.8,42.25,14390,70531500.0,22.69,12.9,6.0,9.39
1992-09-18,000006,52.65,51.3,53.3,49.0,10670,54197325.0,8.19,-2.29,-1.2,6.96
1992-09-25,000006,51.45,51.5,53.5,50.3,6320,32596100.0,6.24,0.39,0.2,4.12
1992-10-04,000006,51.5,51.6,51.7,50.5,2740,14086700.0,2.33,0.19,0.1,1.79
1992-10-09,000006,51.75,51.5,52.0,50.0,2765,14135325.0,3.88,-0.19,-0.1,1.8
1992-10-16,000006,52.0,51.3,52.5,50.5,4330,22207575.0,3.88,-0.39,-0.2,2.82
1992-10-23,000006,51.7,47.2,52.55,47.1,16595,81654376.0,10.62,-7.99,-4.1,10.82
1992-10-30,000006,33.35,26.1,33.35,24.0,13740,35449250.0,19.81,-44.7,-21.1,8.96
1992-11-06,000006,26.25,24.25,26.35,24.0,7175,17703575.0,9.0,-7.09,-1.85,4.68
1992-11-13,000006,24.25,19.95,24.35,19.6,5525,11975450.0,19.59,-17.73,-4.3,3.6
1992-11-20,000006,19.95,17.0,19.95,15.35,21015,36626725.5,23.06,-14.79,-2.95,13.71
1992-11-27,000006,17.0,21.0,21.25,15.85,27345,52802125.0,31.76,23.53,4.0,17.84
1992-12-04,000006,21.15,28.9,29.1,21.15,45770,126606476.0,37.86,37.62,7.9,29.85
1992-12-11,000006,29.05,28.1,30.6,24.3,30755,89174675.0,21.8,-2.77,-0.8,20.06
1992-12-18,000006,28.2,27.5,28.2,21.9,12080,33030200.0,22.42,-2.14,-0.6,7.88
1992-12-25,000006,27.65,26.75,27.65,25.5,14965,39351550.0,7.82,-2.73,-0.75,9.76
1993-01-03,000006,26.6,26.7,27.5,25.5,25043,66078050.0,7.48,-0.19,-0.05,11.39
1993-01-08,000006,27.85,27.65,28.45,27.2,15725,43658225.0,4.68,3.56,0.95,7.15
1993-01-15,000006,27.65,29.45,31.5,27.65,22730,68001775.0,13.92,6.51,1.8,10.33
1993-01-19,000006,29.15,29.8,30.5,29.0,7690,22743800.0,5.09,1.19,0.35,3.5
1993-02-05,000006,31.0,36.95,37.85,31.0,43370,158479726.0,22.99,23.99,7.15,19.72
1993-02-12,000006,37.1,35.0,38.35,33.2,23230,84164624.0,13.94,-5.28,-1.95,10.56
1993-02-19,000006,35.15,39.3,39.9,35.0,49255,187378198.0,14.0,12.29,4.3,22.39
1993-02-26,000006,39.45,38.35,40.55,37.2,38955,152352948.0,8.52,-2.42,-0.95,17.71
1993-03-05,000006,38.5,34.35,39.0,34.2,21600,77763651.0,12.52,-10.43,-4.0,9.82
1993-03-12,000006,34.2,40.5,40.5,34.2,46875,181758346.0,18.34,17.9,6.15,21.31
1993-03-19,000006,40.65,36.3,40.65,35.85,36345,134842148.0,11.85,-10.37,-4.2,16.52
1993-03-26,000006,36.3,36.3,37.2,34.5,20430,73156376.0,7.44,0.0,0.0,9.29
1993-04-02,000006,36.15,37.4,37.85,35.9,15120,56001050.5,5.37,3.03,1.1,6.87
1993-04-09,000006,37.4,39.15,40.1,36.5,29465,114794227.5,9.63,4.68,1.75,13.4
1993-04-16,000006,39.15,42.1,42.65,39.1,33290,135520876.0,9.07,7.54,2.95,15.14
1993-04-23,000006,42.25,39.95,42.6,39.7,37235,151989748.0,6.89,-5.11,-2.15,16.93
1993-05-02,000006,39.95,37.95,40.0,37.8,12010,46775450.0,5.51,-5.01,-2.0,5.46
1993-05-07,000006,38.65,35.45,38.7,33.5,24555,86756500.0,13.7,-6.59,-2.5,11.16
1993-05-14,000006,35.5,35.65,36.1,33.6,19010,66435699.0,7.05,0.56,0.2,8.64
1993-05-21,000006,35.7,32.9,35.8,32.5,9072,30545480.0,9.26,-7.71,-2.75,4.12
1993-05-28,000006,32.7,30.65,32.7,30.2,12248,37825265.0,7.6,-6.84,-2.25,5.57
1993-06-04,000006,30.5,33.55,33.9,30.5,18245,59797890.0,11.09,9.46,2.9,8.3
1993-06-11,000006,33.6,31.76,34.24,31.2,14051,32088940.0,9.06,-5.34,-1.79,4.91
1993-06-18,000006,31.52,32.32,32.32,29.84,10913,23869990.0,7.81,1.76,0.56,3.82
1993-06-25,000006,32.32,31.2,32.8,30.8,9564,21070395.0,6.19,-3.47,-1.12,3.34
1993-07-02,000006,31.28,30.4,31.28,28.32,10548,22541559.88,9.49,-2.56,-0.8,3.69
1993-07-09,000006,30.4,27.84,32.16,27.68,11016,22674714.75,14.74,-8.42,-2.56,3.13
