指数代码,成分股票代码,交易日期,权重
399611.SZ,300750.SZ,20250829,9.3479
399611.SZ,300059.SZ,20250829,5.6177
399611.SZ,300502.SZ,20250829,4.8669
399611.SZ,300308.SZ,20250829,4.7635
399611.SZ,002594.SZ,20250829,4.5179
399611.SZ,002475.SZ,20250829,3.3404
399611.SZ,300476.SZ,20250829,2.5376
399611.SZ,300124.SZ,20250829,2.3105
399611.SZ,300274.SZ,20250829,2.2681
399611.SZ,002371.SZ,20250829,2.205
399611.SZ,002714.SZ,20250829,2.1389
399611.SZ,300760.SZ,20250829,2.0694
399611.SZ,002415.SZ,20250829,1.8258
399611.SZ,002230.SZ,20250829,1.6065
399611.SZ,002352.SZ,20250829,1.516
399611.SZ,300498.SZ,20250829,1.5049
399611.SZ,002142.SZ,20250829,1.4989
399611.SZ,002463.SZ,20250829,1.4383
399611.SZ,002241.SZ,20250829,1.3939
399611.SZ,300394.SZ,20250829,1.3333
399611.SZ,300033.SZ,20250829,1.3106
399611.SZ,002027.SZ,20250829,1.3038
399611.SZ,002384.SZ,20250829,1.2998
399611.SZ,002625.SZ,20250829,1.1687
399611.SZ,300014.SZ,20250829,1.1206
399611.SZ,002050.SZ,20250829,1.0455
399611.SZ,300433.SZ,20250829,0.9394
399611.SZ,300015.SZ,20250829,0.9053
399611.SZ,300408.SZ,20250829,0.8633
399611.SZ,002049.SZ,20250829,0.8265
399611.SZ,300339.SZ,20250829,0.7772
399611.SZ,002028.SZ,20250829,0.7752
399611.SZ,002916.SZ,20250829,0.7613
399611.SZ,002311.SZ,20250829,0.7455
399611.SZ,002179.SZ,20250829,0.7434
399611.SZ,002466.SZ,20250829,0.7022
399611.SZ,002460.SZ,20250829,0.6942
399611.SZ,002304.SZ,20250829,0.692
399611.SZ,002600.SZ,20250829,0.6824
399611.SZ,002422.SZ,20250829,0.6548
399611.SZ,002736.SZ,20250829,0.6313
399611.SZ,002074.SZ,20250829,0.6097
399611.SZ,300450.SZ,20250829,0.6079
399611.SZ,002938.SZ,20250829,0.6054
399611.SZ,002001.SZ,20250829,0.6012
399611.SZ,002156.SZ,20250829,0.5773
399611.SZ,002236.SZ,20250829,0.5741
399611.SZ,002340.SZ,20250829,0.5587
399611.SZ,300418.SZ,20250829,0.5574
399611.SZ,301236.SZ,20250829,0.548
399611.SZ,002648.SZ,20250829,0.5405
399611.SZ,002920.SZ,20250829,0.5315
399611.SZ,002252.SZ,20250829,0.5238
399611.SZ,300347.SZ,20250829,0.5211
399611.SZ,300207.SZ,20250829,0.5192
399611.SZ,300661.SZ,20250829,0.4861
399611.SZ,300866.SZ,20250829,0.4712
399611.SZ,002202.SZ,20250829,0.4548
399611.SZ,002555.SZ,20250829,0.4463
399611.SZ,300442.SZ,20250829,0.4451
399611.SZ,300759.SZ,20250829,0.4442
399611.SZ,002601.SZ,20250829,0.4429
399611.SZ,302132.SZ,20250829,0.4408
399611.SZ,300782.SZ,20250829,0.4392
399611.SZ,002532.SZ,20250829,0.4388
399611.SZ,300251.SZ,20250829,0.4305
399611.SZ,002493.SZ,20250829,0.4248
399611.SZ,300474.SZ,20250829,0.418
399611.SZ,003816.SZ,20250829,0.4166
399611.SZ,300896.SZ,20250829,0.4143
399611.SZ,002709.SZ,20250829,0.3997
399611.SZ,300122.SZ,20250829,0.3963
399611.SZ,002129.SZ,20250829,0.3824
399611.SZ,002595.SZ,20250829,0.378
399611.SZ,002180.SZ,20250829,0.3778
399611.SZ,002294.SZ,20250829,0.3765
399611.SZ,002078.SZ,20250829,0.3751
399611.SZ,300223.SZ,20250829,0.3746
399611.SZ,002459.SZ,20250829,0.3541
399611.SZ,002223.SZ,20250829,0.3449
399611.SZ,301269.SZ,20250829,0.343
399611.SZ,002271.SZ,20250829,0.3378
399611.SZ,300832.SZ,20250829,0.3234
399611.SZ,002128.SZ,20250829,0.3169
399611.SZ,002414.SZ,20250829,0.3149
399611.SZ,300765.SZ,20250829,0.3063
399611.SZ,300999.SZ,20250829,0.2944
399611.SZ,002812.SZ,20250829,0.2929
399611.SZ,300316.SZ,20250829,0.2881
399611.SZ,300628.SZ,20250829,0.2781
399611.SZ,002007.SZ,20250829,0.2694
399611.SZ,300413.SZ,20250829,0.2508
399611.SZ,002939.SZ,20250829,0.2506
399611.SZ,300919.SZ,20250829,0.2452
399611.SZ,002653.SZ,20250829,0.2244
399611.SZ,002064.SZ,20250829,0.2158
399611.SZ,301308.SZ,20250829,0.1458
399611.SZ,300979.SZ,20250829,0.1248
399611.SZ,002032.SZ,20250829,0.1109
399611.SZ,002945.SZ,20250829,0.0735
