日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
1994-07-01,000037,5.49,4.81,5.49,4.8,38187,19731638.0,15.0,4.57,0.21,25.46
1994-07-08,000037,4.65,4.7,4.75,4.35,17729,8086221.75,8.32,-2.29,-0.11,11.82
1994-07-15,000037,4.67,4.51,4.78,4.48,32078,14840166.75,6.38,-4.04,-0.19,21.39
1994-07-22,000037,4.42,4.32,4.52,4.26,10350,4536421.06,5.76,-4.21,-0.19,6.9
1994-07-29,000037,4.32,4.2,4.78,4.13,30231,13575879.38,15.05,-2.78,-0.12,20.15
1994-08-05,000037,5.05,7.7,7.7,4.8,121408,78783270.0,69.05,83.33,3.5,80.94
1994-08-12,000037,7.9,7.25,7.98,6.57,88932,65881972.75,18.31,-5.84,-0.45,59.29
1994-08-19,000037,7.0,7.0,7.52,6.85,38644,27851056.75,9.24,-3.45,-0.25,25.76
1994-08-26,000037,6.8,6.96,7.58,6.8,46980,34496577.25,11.14,-0.57,-0.04,31.32
1994-09-02,000037,6.96,8.6,8.6,6.96,77457,61222108.75,23.56,23.56,1.64,51.64
1994-09-09,000037,9.48,12.5,13.8,9.4,172975,203376132.0,51.16,45.35,3.9,115.32
1994-09-16,000037,12.5,13.75,14.25,12.5,105957,144101580.0,14.0,10.0,1.25,70.64
1994-09-23,000037,13.8,13.58,14.31,13.0,39365,53987775.5,9.53,-1.24,-0.17,26.24
1994-09-30,000037,13.2,12.7,14.2,10.0,46768,62355324.5,30.93,-6.48,-0.88,31.18
1994-10-07,000037,11.7,10.75,12.3,8.2,36989,37195866.5,32.28,-15.35,-1.95,24.66
1994-10-14,000037,10.5,9.6,10.5,9.0,34521,33732231.5,13.95,-10.7,-1.15,23.01
1994-10-21,000037,9.6,9.6,10.25,8.9,17774,17060653.38,14.06,0.0,0.0,11.85
1994-10-28,000037,9.51,10.07,11.3,9.51,46640,49070278.0,18.65,4.9,0.47,31.09
1994-11-04,000037,9.9,9.91,10.49,9.4,18657,18489875.25,10.82,-1.59,-0.16,12.44
1994-11-11,000037,9.6,10.9,10.9,9.6,36820,38383421.12,13.12,9.99,0.99,24.55
1994-11-18,000037,11.11,10.69,11.15,10.51,14157,15262810.19,5.87,-1.93,-0.21,9.44
1994-11-25,000037,10.55,10.7,10.95,10.2,3676,3867644.97,7.02,0.09,0.01,2.45
1994-12-02,000037,10.41,10.88,13.0,10.41,23800,26732831.25,24.21,1.68,0.18,15.87
1994-12-09,000037,10.9,10.1,11.0,9.9,18353,18893685.62,10.11,-7.17,-0.78,12.24
1994-12-16,000037,10.0,11.1,11.5,9.95,25102,27676806.0,15.35,9.9,1.0,16.73
1994-12-23,000037,11.0,10.3,11.25,10.3,8828,9402436.88,8.56,-7.21,-0.8,5.89
1994-12-30,000037,10.29,10.05,10.5,9.8,3493,3509892.06,6.8,-2.43,-0.25,2.33
