日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
1997-04-18,000400,21.0,19.38,21.8,18.8,200768,389960640.0,32.47,109.74,10.14,40.23
1997-04-25,000400,19.38,23.75,24.6,19.35,376747,824991792.0,27.09,22.55,4.37,75.49
1997-04-30,000400,24.29,23.75,25.48,22.9,147114,356941552.0,10.86,0.0,0.0,29.48
1997-05-09,000400,24.0,23.91,25.3,22.8,220798,530071808.0,10.53,0.67,0.16,44.24
1997-05-16,000400,24.5,21.01,25.1,20.93,160049,374351028.0,17.44,-12.13,-2.9,32.07
1997-05-23,000400,21.36,19.84,22.18,18.8,65847,135604270.0,16.09,-5.57,-1.17,13.19
1997-05-30,000400,20.8,22.17,22.86,19.51,90535,196440826.0,16.89,11.74,2.33,18.14
1997-06-06,000400,22.6,20.8,23.18,20.3,69672,154025176.0,12.99,-6.18,-1.37,13.96
1997-06-13,000400,20.8,20.8,21.5,18.79,40123,81833059.0,13.03,0.0,0.0,8.04
1997-06-20,000400,21.1,20.98,21.5,19.9,30292,62720416.5,7.69,0.87,0.18,6.07
1997-06-27,000400,21.2,22.6,23.5,20.3,95130,213612366.0,15.25,7.72,1.62,19.06
1997-07-04,000400,23.5,22.38,23.65,20.99,50706,114877162.0,11.77,-0.97,-0.22,10.16
1997-07-11,000400,22.4,22.32,22.7,20.01,45588,98352935.0,12.02,-0.27,-0.06,9.13
1997-07-18,000400,22.85,23.48,24.1,22.6,103326,240816368.0,6.72,5.2,1.16,20.7
1997-07-25,000400,24.0,22.73,24.4,22.36,72144,169293134.0,8.69,-3.19,-0.75,14.46
1997-08-01,000400,22.7,22.57,23.1,21.7,27003,60028783.0,6.16,-0.7,-0.16,5.41
1997-08-08,000400,22.5,19.9,22.62,19.7,44795,93653704.0,12.94,-11.83,-2.67,8.98
1997-08-15,000400,19.69,17.78,19.8,16.52,56915,103795454.0,16.48,-10.65,-2.12,11.4
1997-08-22,000400,17.5,19.03,19.25,16.9,23848,43072191.5,13.22,7.03,1.25,4.78
1997-08-29,000400,19.03,18.8,20.3,18.47,34572,66820574.5,9.62,-1.21,-0.23,6.93
1997-09-05,000400,18.7,18.72,19.09,18.2,12821,23964120.75,4.73,-0.43,-0.08,2.57
1997-09-12,000400,18.7,18.1,18.87,17.99,15278,28001004.75,4.7,-3.31,-0.62,3.06
1997-09-19,000400,18.11,17.61,18.15,17.55,7709,13626610.5,3.31,-2.71,-0.49,1.54
1997-09-26,000400,17.6,16.05,17.6,15.0,15349,24692653.0,14.76,-8.86,-1.56,3.08
1997-09-30,000400,15.99,15.74,15.99,15.51,3547,5585284.0,2.99,-1.93,-0.31,0.71
1997-10-10,000400,15.8,16.45,16.75,15.65,7168,11707616.5,6.99,4.51,0.71,1.44
1997-10-17,000400,16.6,17.96,18.1,16.01,13724,23815842.0,12.71,9.18,1.51,2.75
