日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
1992-04-17,000007,22.0,23.9,26.55,22.0,7089,20045025.0,455.0,2290.0,22.9,8.44
1992-04-24,000007,23.5,25.6,25.7,22.1,7875,19468400.0,15.06,7.11,1.7,9.38
1992-05-03,000007,25.65,25.1,25.8,24.0,11370,28102875.0,7.03,-1.95,-0.5,13.54
1992-05-08,000007,25.1,25.0,27.0,24.3,11785,29879125.0,10.76,-0.4,-0.1,14.03
1992-05-15,000007,25.0,27.9,28.0,23.6,8607,22945030.0,17.6,11.6,2.9,10.25
1992-05-22,000007,28.0,30.15,30.45,27.5,8280,24324900.0,10.57,8.06,2.25,9.86
1992-05-29,000007,30.15,35.0,38.7,30.15,11820,41130975.5,28.36,16.09,4.85,14.07
1992-06-05,000007,35.5,34.25,37.15,31.5,7615,26726124.25,16.14,-2.14,-0.75,9.07
1992-06-12,000007,32.7,30.8,33.9,29.8,4195,13161175.0,11.97,-10.07,-3.45,4.99
1992-06-19,000007,30.8,28.5,30.8,26.8,6290,18004900.0,12.99,-7.47,-2.3,7.49
1992-06-26,000007,28.35,30.0,30.0,26.7,4325,12192700.0,11.58,5.26,1.5,5.15
1992-07-03,000007,30.15,33.1,35.0,30.15,11060,36500150.0,16.17,10.33,3.1,13.17
1992-07-10,000007,33.0,31.8,33.8,31.2,6105,19577750.0,7.85,-3.93,-1.3,7.27
1992-07-17,000007,31.8,34.6,34.6,31.8,5155,17220774.5,8.81,8.81,2.8,6.14
1992-07-24,000007,34.9,36.3,36.5,34.8,8770,31529200.5,4.91,4.91,1.7,10.44
1992-07-31,000007,36.3,35.8,37.5,35.75,4175,15133375.0,4.82,-1.38,-0.5,4.97
1992-08-07,000007,35.0,35.4,35.5,33.0,2500,8605500.12,6.98,-1.12,-0.4,2.98
1992-08-14,000007,36.45,33.6,36.45,32.5,4790,16218000.0,11.16,-5.08,-1.8,5.7
1992-08-21,000007,35.05,33.2,35.05,33.2,3380,11503600.0,5.51,-1.19,-0.4,4.02
1992-08-28,000007,33.05,32.6,33.2,31.05,2725,8786600.0,6.48,-1.81,-0.6,3.24
1992-09-04,000007,32.0,28.75,32.0,28.75,2315,6902275.0,9.97,-11.81,-3.85,2.76
1992-09-11,000007,28.9,32.2,32.5,27.0,6295,19459600.0,19.13,12.0,3.45,7.49
1992-09-18,000007,33.0,31.6,33.5,30.8,2790,8860625.0,8.39,-1.86,-0.6,3.32
1992-09-25,000007,31.5,32.6,33.5,30.8,3045,9801049.75,8.54,3.16,1.0,3.63
1992-10-04,000007,32.5,32.2,32.65,32.1,1445,4675600.06,1.69,-1.23,-0.4,1.72
1992-10-09,000007,32.2,31.75,32.3,31.2,985,3120875.0,3.42,-1.4,-0.45,1.17
1992-10-16,000007,32.25,31.0,32.25,30.8,1455,4575625.0,4.57,-2.36,-0.75,1.73
1992-10-23,000007,31.15,26.9,31.5,26.9,2290,6602625.0,14.84,-13.23,-4.1,2.73
1992-10-30,000007,26.7,24.0,26.7,22.0,9530,22146500.0,17.47,-10.78,-2.9,11.35
1992-11-06,000007,24.0,23.1,24.3,22.6,6535,15180750.0,7.08,-3.75,-0.9,7.78
1992-11-13,000007,18.7,14.65,19.0,14.3,3945,6355125.0,20.35,-36.58,-8.45,3.91
1992-11-20,000007,14.6,13.35,14.6,12.0,12680,17149175.0,17.75,-8.87,-1.3,12.58
